group,factor,family,outcome,orientation,association_pearson,association_spearman,association_r2,n_association,stability_mean_r,stability_sd_r,stability_frac_same_sign,n_seasons,chronological_pearson,chronological_spearman,chronological_pearson_ci_lo,chronological_pearson_ci_hi,chronological_r2,n_chronological,evidence_tier,rank_in_group,group_leader,redundancy_note
offense_efficiency,team_offense.pass_epa_per_dropback,team_offense,point_differential,higher_metric_higher_outcome,0.7819554275434444,0.7887803641976021,0.6114542906646508,315,0.8007515318543579,0.06444620413341225,1.0,10,0.35899534459664584,0.370609004211795,0.2834522014514872,0.4270807591436759,0.1288776574420645,1565,strong + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.success_rate,team_offense,point_differential,higher_metric_higher_outcome,0.6702274323905335,0.6611004250123819,0.44920481112880717,315,0.7074782224831642,0.07327150818505843,1.0,10,0.3276075933439718,0.3330072857450871,0.25550752500897905,0.39497065749296684,0.10732673521662921,1565,strong + temporally consistent,3,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.pass_success_rate,team_offense,point_differential,higher_metric_higher_outcome,0.6795751797974835,0.678240671419741,0.461822424996782,315,0.7055317374989172,0.08736686975393117,1.0,10,0.3208791261451239,0.32164832825083417,0.247879600468085,0.39153491047892747,0.10296341359565836,1565,strong + temporally consistent,4,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.early_down_epa_per_play,team_offense,point_differential,higher_metric_higher_outcome,0.7217225061117796,0.7261591857576701,0.5208833758282677,315,0.7466472916613028,0.05678104887175739,1.0,10,0.306970541234927,0.30291006222754685,0.23301436075399995,0.3780370279501176,0.09423091318606402,1565,strong + temporally consistent,5,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_epa_per_play,team_offense,point_differential,higher_metric_higher_outcome,0.5041288580079304,0.5015295838564403,0.25414590547638005,315,0.5186269224566741,0.09456750852504746,1.0,10,0.22512636612883433,0.21949384576019954,0.13777056180056474,0.3069346398998361,0.050681880726373967,1565,moderate + temporally consistent,6,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_success_rate,team_offense,point_differential,higher_metric_higher_outcome,0.4358646288801382,0.42475591542752716,0.1899779747088206,315,0.46719026336330627,0.1087354292617721,1.0,10,0.20521620201634785,0.19769427758713518,0.12219152781650737,0.2871030749303527,0.04211368957001449,1565,moderate + temporally consistent,7,false,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_pass_rate,team_offense,point_differential,higher_metric_higher_outcome,0.5331980203446441,0.5084818189147786,0.28430012889944756,315,0.5256761459537469,0.1286472519047293,1.0,10,0.27847052630407565,0.2741338126276084,0.18719084483201232,0.36177289843407745,0.07754583402006889,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_rush_rate,team_offense,point_differential,higher_metric_higher_outcome,0.2634925301239443,0.25494446428091516,0.06942831343111769,315,0.26857305241727275,0.1351177533209926,0.9,10,0.14266896486993605,0.15474175146968894,0.05165474334884197,0.23167203811283596,0.020354433537059048,1565,weak but statistically detectable chronologically,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_style,team_offense.proe,team_offense,point_differential,higher_metric_higher_outcome,0.21668052084456127,0.23611798988723925,0.04695044811347035,315,0.22521085807214763,0.18331686269267922,0.9,10,0.08332871863418155,0.06881212967405917,-0.015343902348258184,0.17999268011354813,0.0069436753492145955,1565,weak / insufficient evidence,1,true,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.qb_hit_rate_generated,pass_rush,point_differential,higher_metric_higher_outcome,0.31858635973996274,0.3098862410399942,0.10149726861236096,315,0.30142626331527944,0.19222371074036143,0.9,10,0.1430303267099548,0.13352772652075265,0.05547756761618301,0.22895974203779595,0.02045767435875641,1565,weak but statistically detectable chronologically,1,true,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.sack_rate_generated,pass_rush,point_differential,higher_metric_higher_outcome,0.27303615582440793,0.27912256251367756,0.07454874238737037,315,0.28314112304795114,0.18579920617873158,1.0,10,0.07943443969612543,0.0837551499261332,-0.01615967238069874,0.17459134460780582,0.006309830209837388,1565,weak / insufficient evidence,2,false,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.qb_hit_rate_allowed,pass_protection,point_differential,higher_metric_lower_outcome,-0.39101546065989484,-0.38954285253567683,0.15289309047506977,315,-0.39560548445051813,0.09969126493698198,1.0,10,-0.24300132395237967,-0.24654288779935032,-0.32293188446793764,-0.15219546109147816,0.059049643442609365,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.sack_rate_allowed,pass_protection,point_differential,higher_metric_lower_outcome,-0.5012524271985657,-0.5044916168515299,0.2512539957724534,315,-0.5205971368032187,0.10318675638361995,1.0,10,-0.23591213889534174,-0.240749349061609,-0.32069297941320163,-0.1489059432058567,0.055654537278175015,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
special_teams,special_teams.st_epa_per_play,special_teams,point_differential,higher_metric_higher_outcome,0.12866759941548084,0.14540889906350185,0.016555351139342644,312,0.14530011310260627,0.18452873005082987,0.8,10,0.0030282276607685645,0.007385012624302394,-0.09924297050934372,0.11529120405368826,9.170162765443852e-6,1565,weak / insufficient evidence,1,true,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.epa_per_play,team_defense,points_allowed,higher_metric_lower_outcome,0.8039982142555578,0.7878689103634682,0.6464131285261259,315,0.7947834477772806,0.06979390477305202,1.0,10,0.1727332970518523,0.16776508694847586,0.085735796937041,0.25673607909984886,0.02983679191040345,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.pass_epa_per_dropback,team_defense,points_allowed,higher_metric_lower_outcome,0.7595786079618565,0.7387133681175446,0.5769596616732717,315,0.7599796008615352,0.07340119851012913,1.0,10,0.16775810156444843,0.16948207910703547,0.0840943875543448,0.24420022968116503,0.028142780640507792,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.early_down_epa_per_play,team_defense,points_allowed,higher_metric_lower_outcome,0.7016827646237532,0.6891792692244196,0.49235870217003347,315,0.7004403635658925,0.09086781364515163,1.0,10,0.1626516698058432,0.15564425392390568,0.0739339620730908,0.24639357698115802,0.026455565690629044,1565,moderate + temporally consistent,3,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.rush_epa_per_play,team_defense,points_allowed,higher_metric_lower_outcome,0.5057011569113242,0.4982246998614007,0.25573366010145177,315,0.4643898299600142,0.25178342569814216,0.9,10,0.12242868642238619,0.11610233848182717,0.03776896488675547,0.2051568885880485,0.014988783259110969,1565,weak but statistically detectable chronologically,4,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.pass_success_rate,team_defense,points_allowed,higher_metric_lower_outcome,0.639879041028583,0.6202059409589846,0.40944518714765893,315,0.6266177905162291,0.09373206682206096,1.0,10,0.10924345048137318,0.10960868935951118,0.020655297940283732,0.19561294704779048,0.011934131473076235,1565,weak but statistically detectable chronologically,5,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.success_rate,team_defense,points_allowed,higher_metric_lower_outcome,0.6337092982038652,0.610233315288544,0.4015874746300354,315,0.5978664540993599,0.17016823255623875,1.0,10,0.10309184507300716,0.09460701585560037,0.01111715666026265,0.19145605183376985,0.01062792852055691,1565,weak but statistically detectable chronologically,6,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.rush_success_rate,team_defense,points_allowed,higher_metric_lower_outcome,0.38630711862401634,0.38801442047430923,0.14923318989958984,315,0.32635251022752687,0.2926687011626517,0.9,10,0.07920974031474871,0.07050234827458789,-0.0054772031578824995,0.16127720110668767,0.006274182960729928,1565,descriptive association only (no chronological signal),7,false,factors within a group are correlated; count the group as ONE line of evidence
defense_explosiveness,team_defense.explosive_rush_rate,team_defense,points_allowed,higher_metric_lower_outcome,0.34189778838890494,0.33762684143237237,0.11689409770522442,315,0.3405774095727809,0.21336706365726057,1.0,10,0.12701766563350286,0.11804521844822123,0.041006152549343235,0.21355004505693473,0.016133487382984334,1565,weak but statistically detectable chronologically,1,true,factors within a group are correlated; count the group as ONE line of evidence
defense_explosiveness,team_defense.explosive_pass_rate,team_defense,points_allowed,higher_metric_lower_outcome,0.5056516240779252,0.48503434268974865,0.2556835649326434,315,0.5219250987302436,0.1618008840352994,1.0,10,0.09135966856191438,0.08843339715846518,0.0038003932534715983,0.18083523052733333,0.008346589039742848,1565,weak but statistically detectable chronologically,2,false,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.qb_hit_rate_generated,pass_rush,points_allowed,higher_metric_higher_outcome,-0.3570102139323919,-0.34243443406549107,0.12745629285205223,315,-0.35129335148654556,0.15903547003863527,1.0,10,-0.13475435144474412,-0.12307108364003802,-0.21206212006722702,-0.053045494810162096,0.018158735233293612,1565,weak but statistically detectable chronologically,1,true,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.sack_rate_generated,pass_rush,points_allowed,higher_metric_higher_outcome,-0.3636332537497231,-0.36133001616352417,0.1322291432326105,315,-0.3705877476482804,0.15948392884418564,1.0,10,-0.07032907087247743,-0.07199687132566022,-0.15601283807362565,0.01707811733675246,0.004946178209785953,1565,descriptive association only (no chronological signal),2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.epa_per_play,team_offense,points_scored,higher_metric_higher_outcome,0.8916805792861512,0.8903360554090217,0.7950942554760861,315,0.8947793531054262,0.029643228215227198,1.0,10,0.4011759838944316,0.41374858520749025,0.3242771317515286,0.47037335248342305,0.16094217005366523,1565,strong + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.pass_epa_per_dropback,team_offense,points_scored,higher_metric_higher_outcome,0.8646741795851356,0.8653186825000097,0.7476614368412273,315,0.8744158672793247,0.03702797280583893,1.0,10,0.3884657237346407,0.3989763027400664,0.3113926039669119,0.45712795787073657,0.15090561851667822,1565,strong + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.success_rate,team_offense,points_scored,higher_metric_higher_outcome,0.8095211247314932,0.7980392608547088,0.6553244513865417,315,0.8070571261582309,0.04882904703368679,1.0,10,0.35540983734153353,0.35545475711683716,0.27505999004427306,0.4304171999683351,0.12631615247913533,1565,strong + temporally consistent,3,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.early_down_epa_per_play,team_offense,points_scored,higher_metric_higher_outcome,0.8167526069288603,0.8079320287334479,0.6670848209250894,315,0.8252816328070273,0.04501883730120156,1.0,10,0.34699574341630174,0.33365036456901537,0.26512680419860346,0.4238761148133563,0.12040604594903191,1565,strong + temporally consistent,4,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.pass_success_rate,team_offense,points_scored,higher_metric_higher_outcome,0.7797861475864633,0.7755489263350266,0.6080664359677375,315,0.7844883463098999,0.05247327692146475,1.0,10,0.3453828165897455,0.3436613210027198,0.2665699677784967,0.4156511788609455,0.11928928999546579,1565,strong + temporally consistent,5,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_epa_per_play,team_offense,points_scored,higher_metric_higher_outcome,0.5861007620881168,0.5818765045323137,0.34351410332027127,315,0.5638114412839909,0.11323414154014796,1.0,10,0.23079243247695871,0.2129653897601722,0.1355727662321791,0.32595314433057015,0.05326514688863155,1565,moderate + temporally consistent,6,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_success_rate,team_offense,points_scored,higher_metric_higher_outcome,0.5424090220002188,0.5295923029374614,0.29420754714723385,315,0.5209522119911876,0.10045873184601332,1.0,10,0.19969050129966506,0.18483556567891588,0.10613693575534307,0.29526928915695155,0.03987629630931153,1565,moderate + temporally consistent,7,false,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_pass_rate,team_offense,points_scored,higher_metric_higher_outcome,0.6194222513071261,0.6031674364497069,0.3836839254143885,315,0.6359286996131328,0.09931816389884134,1.0,10,0.31543165007899154,0.3182922790311916,0.2243559630666717,0.3972394097759177,0.09949712587155536,1565,strong + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_rush_rate,team_offense,points_scored,higher_metric_higher_outcome,0.33173778639652,0.3077235538253034,0.11004995892326314,315,0.33875468954704246,0.11496813526243055,1.0,10,0.1818285152532015,0.18656416326072384,0.08287123224789449,0.27229811012100913,0.03306160895918373,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_style,team_offense.proe,team_offense,points_scored,higher_metric_higher_outcome,0.2773251655331925,0.27344421280565767,0.07690924743801261,315,0.2870636111859277,0.15977922499270655,0.9,10,0.052479998499412504,0.03740995504878645,-0.04367964072651715,0.15176910923774323,0.0027541502424983386,1565,weak / insufficient evidence,1,true,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.sack_rate_allowed,pass_protection,points_scored,higher_metric_lower_outcome,-0.5058059184237886,-0.5143099019822394,0.25583962711253233,315,-0.5176919943114707,0.09114329798933839,1.0,10,-0.2345039843058815,-0.24573805936723428,-0.3190071719320888,-0.14281294921712548,0.05499211865533312,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.qb_hit_rate_allowed,pass_protection,points_scored,higher_metric_lower_outcome,-0.37815434681011695,-0.3793283498999858,0.1430007100113862,315,-0.3771262594657618,0.13052100041532566,1.0,10,-0.22435024941332293,-0.22453100330746734,-0.3094061125485567,-0.1318915367876566,0.05033303441182021,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.epa_per_play,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.5194434887643409,-0.5175905982807539,0.2698215380196699,315,-0.5337525607832052,0.11487308080473602,1.0,10,-0.18539180525367943,-0.17642752262908828,-0.26708899217688115,-0.09533396302312826,0.0343701214552182,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.early_down_epa_per_play,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.4598170426727277,-0.46196081593162946,0.2114317127322931,315,-0.47583735544561473,0.1239212806049444,1.0,10,-0.17796060489700002,-0.15517392904124272,-0.26306885813969033,-0.08616794710561376,0.03166997689530615,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.pass_epa_per_dropback,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.5507573372092148,-0.5450440177683586,0.3033336444897848,315,-0.5600396297782446,0.12313268922696588,1.0,10,-0.17293978550532,-0.1658285497356565,-0.2585522975449688,-0.08239617220274455,0.029908169410626087,1565,moderate + temporally consistent,3,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.rush_epa_per_play,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.2738770468785793,-0.2728909672391089,0.07500863680693151,315,-0.27385302021187563,0.22566660183074566,0.9,10,-0.1435169438096021,-0.1287881649603063,-0.22505233717502343,-0.05704180092348788,0.020597113160448485,1565,weak but statistically detectable chronologically,4,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.pass_success_rate,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.41335024634424256,-0.3941699972740851,0.170858426152846,315,-0.4273967592443917,0.14785836880054135,1.0,10,-0.1136507823206574,-0.09240178194433449,-0.2043885672367621,-0.012465392405496243,0.012916500322097452,1565,weak but statistically detectable chronologically,5,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.success_rate,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.2895533868121661,-0.2822446950238614,0.08384116381439588,315,-0.3081420513183725,0.173363290261269,0.9,10,-0.10640532616657104,-0.09243317012169854,-0.19506207668103887,-0.0058490587882571105,0.011322093436614368,1565,weak but statistically detectable chronologically,6,false,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.rush_success_rate,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.1023118383236559,-0.12713897943277933,0.010467712261165904,315,-0.10417862987982081,0.2214701458267348,0.7,10,-0.08745808294827427,-0.06778678254683346,-0.17175896636873503,0.00267069567179829,0.007648916272987223,1565,weak / insufficient evidence,7,false,factors within a group are correlated; count the group as ONE line of evidence
defense_explosiveness,team_defense.explosive_rush_rate,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.20622883621490293,-0.18068708415398732,0.04253033288655326,315,-0.19751789777932133,0.18510587407678844,0.9,10,-0.17001984126993439,-0.14497896700963558,-0.2608947630103112,-0.07515025790802364,0.028906746425453683,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
defense_explosiveness,team_defense.explosive_pass_rate,team_defense,rolling_win_pct_4,higher_metric_lower_outcome,-0.3460507563943019,-0.3275662954047216,0.11975112600106846,315,-0.3272054061122566,0.2040794614852805,1.0,10,-0.12035342155173798,-0.09656502638864117,-0.20831504772301163,-0.029104017200546117,0.014484946079210347,1565,weak but statistically detectable chronologically,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.pass_epa_per_dropback,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.7166389437461679,0.7190840925582521,0.5135713756936232,315,0.7391741320754692,0.06977869855557241,1.0,10,0.2890856070072246,0.3017542190503445,0.20497022046136062,0.3650523013529835,0.0835704881787355,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.epa_per_play,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.7055660275852027,0.6985222469218277,0.497823419282363,315,0.7329598490165389,0.08650742506480016,1.0,10,0.2877654379665605,0.2847078121028441,0.2118839951989776,0.36116847326393947,0.08280894728808638,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.success_rate,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.61503478242016,0.603862736741879,0.3782677835866135,315,0.6541191383848315,0.10624055567956762,1.0,10,0.26422285551202485,0.26674335888498774,0.1869813909214327,0.33955416285404744,0.06981371737492836,1565,moderate + temporally consistent,3,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.pass_success_rate,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.6392772783922344,0.6317684277613327,0.4086754386685823,315,0.6668892279217365,0.08677712970397337,1.0,10,0.2604048100990569,0.25011308478442607,0.17421528680557044,0.3393682564622118,0.06781066512272589,1565,moderate + temporally consistent,4,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.early_down_epa_per_play,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.6470845070932516,0.6391948184579,0.41871835932011636,315,0.6773471519771888,0.07589132304807115,1.0,10,0.22697725436522576,0.19686290726715827,0.14826190779051907,0.3034797434116623,0.051518673999176395,1565,moderate + temporally consistent,5,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_success_rate,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.37237109851369343,0.3611553272441768,0.13866023500829477,315,0.4034981220836792,0.14605369109141975,1.0,10,0.15477149093255246,0.1497031318958074,0.0686539831032169,0.23526082279538843,0.023954214405485168,1565,moderate + temporally consistent,6,false,factors within a group are correlated; count the group as ONE line of evidence
offense_efficiency,team_offense.rush_epa_per_play,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.4230478411247199,0.4213999685176014,0.17896947588028622,315,0.4387748087930836,0.11763136244400002,1.0,10,0.1486686415112651,0.12851683223100596,0.05869885586316696,0.2381446242236226,0.022102364968805056,1565,weak but statistically detectable chronologically,7,false,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_pass_rate,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.44571568877300327,0.42928515758476254,0.19866247521839273,315,0.44751475818013997,0.10743719372647491,1.0,10,0.21770473030491178,0.19728008262986216,0.12686216900637312,0.3038283977564573,0.04739534959713437,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
offense_explosiveness,team_offense.explosive_rush_rate,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.19979085616601233,0.20199490906577905,0.03991638620754823,315,0.20938262340338804,0.1484530428714556,0.9,10,0.07703026677462763,0.10645544545900325,-0.022827410611636696,0.1722881018620437,0.005933661999370301,1565,weak / insufficient evidence,2,false,factors within a group are correlated; count the group as ONE line of evidence
offense_style,team_offense.proe,team_offense,rolling_win_pct_4,higher_metric_higher_outcome,0.2519896643546056,0.24462284470347037,0.0634987909415468,315,0.25192152919837685,0.15648856824170693,0.9,10,0.08841315973922631,0.05664091777953659,-0.012154397231714369,0.18417606998053054,0.007816886815073948,1565,weak / insufficient evidence,1,true,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.qb_hit_rate_generated,pass_rush,rolling_win_pct_4,higher_metric_higher_outcome,0.2907725332082005,0.28824170803530635,0.08454866606831407,315,0.2845380117164305,0.2186308587339439,0.9,10,0.11569326550189654,0.11146498416518734,0.02607242746600274,0.2087986250135906,0.013384931682492324,1565,weak but statistically detectable chronologically,1,true,factors within a group are correlated; count the group as ONE line of evidence
pass_rush,pass_rush.sack_rate_generated,pass_rush,rolling_win_pct_4,higher_metric_higher_outcome,0.2594047643170489,0.2638209649739119,0.06729083175038368,315,0.2614728898089142,0.19015894138136544,1.0,10,0.0644860452223545,0.06171182716603861,-0.03056527228804234,0.15088125273419117,0.00415845002841955,1565,weak / insufficient evidence,2,false,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.sack_rate_allowed,pass_protection,rolling_win_pct_4,higher_metric_lower_outcome,-0.4626718696876503,-0.47128152559096687,0.21406525900026604,315,-0.4794240587337719,0.1227214390731931,1.0,10,-0.2221755360950193,-0.22430740402523164,-0.3086365851220755,-0.12804940299941264,0.049361968839109226,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
protection,pass_protection.qb_hit_rate_allowed,pass_protection,rolling_win_pct_4,higher_metric_lower_outcome,-0.3662308328786923,-0.37527979021972413,0.13412502295102063,315,-0.36845299938137366,0.12167869185463487,1.0,10,-0.19472640886026293,-0.18576656356404894,-0.2755846119654922,-0.11299412882634,0.037918374307614286,1565,moderate + temporally consistent,2,false,factors within a group are correlated; count the group as ONE line of evidence
special_teams,special_teams.st_epa_per_play,special_teams,rolling_win_pct_4,higher_metric_higher_outcome,0.1436016667927554,0.1564112310236839,0.020621438705657552,312,0.14819002022352243,0.18060501628783932,0.7,10,0.007454782797501386,0.02440174700596829,-0.08302425359289649,0.10277126001177722,0.00005557378655792259,1565,weak / insufficient evidence,1,true,factors within a group are correlated; count the group as ONE line of evidence
defense_efficiency,team_defense.epa_per_play,team_defense,win,higher_metric_lower_outcome,-0.5194434887643409,-0.5175905982807539,0.2698215380196699,315,-0.5337525607832052,0.11487308080473602,1.0,10,-0.18539180525367943,-0.17642752262908828,-0.26708899217688115,-0.09533396302312826,0.0343701214552182,1565,moderate + temporally consistent,1,true,factors within a group are correlated; count the group as ONE line of evidence
