family,metric,window,n,pearson_raw,pearson_normalized,spearman_raw,spearman_normalized,nrmse_raw,nrmse_normalized,note,ablation,skill_vs_league,skill_vs_prior_season,skill_vs_raw_trailing3,spearman,source,unit,n_pairs,n_player_seasons,earliest_valid_season,skill_vs_league_mean,corresponds_to_pbp
rb,rush_epa_per_att,prior_season,2730,0.18783606665939367,0.1990415419511427,0.16649681428117308,0.1835193924811401,1.1116980278007669,1.100027191925473,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
rb,rush_success_rate,prior_season,2730,0.36735070198498415,0.37269365905292495,0.22058012770424137,0.2408852094015679,0.9921354028696273,0.9857552387663662,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
rb,yards_per_carry,prior_season,2730,0.1947431686284621,0.2110162496346504,0.21762919103288267,0.22890268841459108,1.1391811390519349,1.1278822884304782,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
rb,explosive_rush_rate,prior_season,2730,0.1935856607589585,0.19708303196815266,0.18762477925305704,0.18932035546330195,1.1325279363404772,1.1324613312236007,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
rb,fumble_lost_rate,prior_season,2730,0.01560225419440525,0.0194138210988031,-0.06493689160493044,0.15290753804159124,1.2574957132184863,1.2528548691175152,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
wr,catch_rate,prior_season,9541,0.3742604491949602,0.37591891573461605,0.37951310501061253,0.3777487125035886,0.9986747092115092,0.9967265416991825,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
wr,yards_per_target,prior_season,9541,0.2735660537773445,0.27507750097516226,0.28264767731526447,0.2842249936323639,1.0552898810201934,1.0539642882187792,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
wr,yards_per_reception,prior_season,9541,0.5041725921996061,0.5041179808937232,0.5347411565105572,0.5348020036640799,0.9195767261715677,0.9183764033890108,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
wr,adot,season_to_date,10029,0.8433122778471983,0.843172713286708,0.8241064329617606,0.8238251730987937,0.5545092965748488,0.5547388380397591,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
wr,epa_per_target,prior_season,9541,0.154612113090629,0.158233060771942,0.1733496678703275,0.17645180124047485,1.1001289444276365,1.097306108902324,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
wr,target_success_rate,prior_season,9541,0.2298611746193487,0.233966344009385,0.23218285923178664,0.23562974390559546,1.0581776984153213,1.0545268654715743,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
wr,explosive_rec_rate,prior_season,9541,0.2616302983296348,0.2634090182067598,0.28133550448620026,0.2801353216074363,1.0575618014434618,1.0557861528659982,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,epa_per_play,season_to_date,2351,0.4814009793964709,0.49662539479938705,0.47787180850602096,0.4871000330048668,0.9409775025434989,0.9278570645728482,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,success_rate,season_to_date,2351,0.4800732586756706,0.5025749459071536,0.4806892642574283,0.503714981272924,0.9468604611253448,0.9267214122249211,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,pass_epa_per_dropback,season_to_date,2351,0.42953635356030667,0.44053865410306187,0.4348269857912847,0.4424136475770974,0.9899339267936272,0.9793359961818561,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,pass_success_rate,season_to_date,2351,0.4394268120535408,0.4517934040691956,0.44909644975124446,0.45979858442920135,0.9915493182352406,0.97960591899975,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,rush_epa_per_play,prior_season,2351,0.21100163002063022,0.21276887311468554,0.19642144038262746,0.20327727154103176,1.0535518709869633,1.0486458748584424,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,rush_success_rate,prior_season,2351,0.27258741737113173,0.27623542844395493,0.2700600533434004,0.2876814708978155,1.0276865329994223,1.0195848404611716,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,early_down_epa_per_play,season_to_date,2351,0.37924218798376064,0.3984611629803559,0.3728555997364782,0.3829025287047224,1.0158214211448482,1.0002765819438284,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,explosive_pass_rate,season_to_date,2351,0.3010843113172861,0.30657637682158934,0.3013014916094315,0.3047920905785049,1.0568307887416137,1.050121314002542,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,explosive_rush_rate,prior_season,2351,0.16501734810551058,0.15859700839185184,0.16462259387225028,0.16017723262594813,1.0838524818615825,1.0845826786370019,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_offense,proe,season_to_date,2351,0.557376205915034,0.5681949135987359,0.5187195829307768,0.5232138918537451,0.8656085315827591,0.8536612329849033,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,epa_per_play,prior_season,2351,0.12241395397995697,0.13731702997829917,0.12759587895358873,0.14570425773864393,1.102148196987219,1.0823844984752458,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,success_rate,prior_season,2351,0.12453010027678994,0.16455794839799756,0.13205428238609487,0.17716965905252208,1.107056107486833,1.0716124774769584,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,pass_epa_per_dropback,prior_season,2351,0.10424699920494959,0.10713118126315858,0.10600737428830369,0.12206688222951108,1.096636183743064,1.0836299222829748,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,pass_success_rate,prior_season,2351,0.16986708224576316,0.1945271569202155,0.16754985221687616,0.20331637501285932,1.0665215356296165,1.0450793382954804,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,rush_epa_per_play,prior_season,2351,0.13726805633748385,0.1311423475513644,0.1253283217773204,0.13046145772172593,1.0852513548647083,1.0817395195274702,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,rush_success_rate,prior_season,2351,0.12660684540420675,0.12398835792554073,0.1253289829828236,0.1388729770666966,1.1027980483327637,1.0953362636296835,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,early_down_epa_per_play,prior_season,2351,0.11238851359357008,0.1281531543966615,0.11944993889389924,0.13580674182122962,1.105502418653476,1.0842435017509493,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,explosive_pass_rate,prior_season,2351,0.08505025492211271,0.09722296567475157,0.06875853218288501,0.07844349915862522,1.082735271876146,1.0684224596645755,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
team_defense,explosive_rush_rate,prior_season,2351,0.21583154202569782,0.21659745715725373,0.21845213176902206,0.2180121521444945,1.0565832563997828,1.0535330658965494,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
pass_protection,sack_rate_allowed,season_to_date,2350,0.3970366585514042,0.40612588380915376,0.3793825369368223,0.38573982169566134,1.0168472194317217,1.0100140439523848,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
pass_protection,qb_hit_rate_allowed,season_to_date,2350,0.48218816936917147,0.4832435307454574,0.4889311153781433,0.49018426128568926,0.9587216691393504,0.9581054697138024,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
pass_protection,rush_stuffed_rate_approx,prior_season,2350,0.19316602189474227,0.23265269747181008,0.1986291719390543,0.1982229136760716,1.0542647769608733,1.0205514832235523,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
pass_rush,sack_rate_generated,prior_season,2350,0.06462709279324719,0.08167796389397129,0.07203118717612013,0.08793693826237385,1.0969110035307668,1.0809314105774008,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
pass_rush,qb_hit_rate_generated,prior_season,2350,0.17575749570660137,0.1850492108463805,0.1605182468792372,0.1704424857335921,1.0652565650145047,1.0590691677820896,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
special_teams,st_epa_per_play,prior_season,2351,0.2646945520995424,0.13137862791300992,0.2370064142474641,0.11865769834364327,1.0160625008587125,1.0705886810939858,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
special_teams,fg_pct,season_to_date,2349,0.13448424487334423,0.14879872208778874,0.12632549009968294,0.11690721314466908,1.135517424135959,1.1199965182756089,z-normalization is an affine transform per prediction date; within-season ranks are identical by construction -- differences here come only from pooling across seasons with different reference mean/sd,raw_vs_normalized,,,,,,,,,,,
qb,epa_per_dropback,season_to_date,1890,,,,,,,,window,-0.03832902788722792,0.030179429512727673,0.1696739612090309,0.3860739839695071,,,,,,,
qb,epa_per_dropback,trailing_3,1946,,,,,,,,window,-0.25041531900147973,-0.19233170659160015,0.0,0.2854512218717912,,,,,,,
qb,epa_per_dropback,trailing_5,1907,,,,,,,,window,-0.11276689696572095,-0.06607840848727142,0.13051205877555727,0.32525831278106265,,,,,,,
qb,epa_per_dropback,prior_season,1543,,,,,,,,window,-0.044519281054368864,0.0,0.1790101637222622,0.22068302069307635,,,,,,,
qb,dropback_success_rate,season_to_date,1890,,,,,,,,window,0.0026820623316872183,0.05686036024048269,0.1574216578440243,0.4449915230801763,,,,,,,
qb,dropback_success_rate,trailing_3,1946,,,,,,,,window,-0.19433381927726057,-0.13377356024367582,0.0,0.34533959887968685,,,,,,,
qb,dropback_success_rate,trailing_5,1907,,,,,,,,window,-0.04836699942643374,-0.0013522617879624388,0.12497190569292216,0.4130002285525519,,,,,,,
qb,dropback_success_rate,prior_season,1543,,,,,,,,window,-0.028618027009823077,0.0,0.13076003676677095,0.24781571588064724,,,,,,,
qb,sack_rate,season_to_date,1890,,,,,,,,window,-0.004167632410447375,0.07427387869717939,0.1734854048425687,0.42645876560496515,,,,,,,
qb,sack_rate,trailing_3,1946,,,,,,,,window,-0.22267350367285066,-0.15658138510331132,0.0,0.3182489204228354,,,,,,,
qb,sack_rate,trailing_5,1907,,,,,,,,window,-0.07524912682762919,-0.02582997653749919,0.13353194498152632,0.36913229269057946,,,,,,,
qb,sack_rate,prior_season,1543,,,,,,,,window,-0.05283960573212587,0.0,0.1428755110881862,0.31291115610674286,,,,,,,
qb,yards_per_attempt,season_to_date,1890,,,,,,,,window,-0.060311231419964084,0.016329186176908705,0.17119738925909378,0.35872262947688355,,,,,,,
qb,yards_per_attempt,trailing_3,1946,,,,,,,,window,-0.28162382698931987,-0.19785481888910006,0.0,0.24921949806067947,,,,,,,
qb,yards_per_attempt,trailing_5,1907,,,,,,,,window,-0.12830460167444246,-0.060231606219929734,0.1286695284557735,0.31270180314269636,,,,,,,
qb,yards_per_attempt,prior_season,1543,,,,,,,,window,-0.07904101484710702,0.0,0.1679576425329835,0.199137611333516,,,,,,,
qb,completion_pct,season_to_date,1890,,,,,,,,window,-0.11725671664009307,-0.042071973078365854,0.15669951422234796,0.25906038340704907,,,,,,,
qb,completion_pct,trailing_3,1946,,,,,,,,window,-0.3234365520929563,-0.24422810794454852,0.0,0.17794275047491076,,,,,,,
qb,completion_pct,trailing_5,1907,,,,,,,,window,-0.15090387430336993,-0.08383176135122938,0.13174716130648378,0.24143561837124536,,,,,,,
qb,completion_pct,prior_season,1543,,,,,,,,window,-0.06547277668859919,0.0,0.19631800678285904,0.1977392554346485,,,,,,,
qb,adot,season_to_date,1890,,,,,,,,window,-0.024739402120267817,-0.019263944752713424,0.12922394985064944,0.36469371658441174,,,,,,,
qb,adot,trailing_3,1946,,,,,,,,window,-0.18195546664461504,-0.17244695446708813,0.0,0.33097006388739253,,,,,,,
qb,adot,trailing_5,1907,,,,,,,,window,-0.04880965966840134,-0.044270530582811274,0.12247179490334403,0.3636665011327839,,,,,,,
qb,adot,prior_season,1543,,,,,,,,window,-0.02450004410802964,0.0,0.161062411139007,0.3592304862406672,,,,,,,
qb,cpoe,season_to_date,1890,,,,,,,,window,-0.13442993613004073,-0.047914136540391894,0.1545426501435262,0.2499157498154447,,,,,,,
qb,cpoe,trailing_3,1946,,,,,,,,window,-0.33396432182556657,-0.24635101238020685,0.0,0.1696669455560856,,,,,,,
qb,cpoe,trailing_5,1907,,,,,,,,window,-0.18079164501767897,-0.10656012122088687,0.11719481519117159,0.2139717310708295,,,,,,,
qb,cpoe,prior_season,1543,,,,,,,,window,-0.08322660312085106,0.0,0.1953843721818388,0.16519799157353454,,,,,,,
qb,cpoe_coverage_fraction,season_to_date,1890,,,,,,,,window,0.03448798017567778,-0.06761213041168945,0.1344146450634799,0.3628477093391141,,,,,,,
qb,cpoe_coverage_fraction,trailing_3,1946,,,,,,,,window,-0.11553686218228654,-0.21805848042189102,0.0,0.3318634457976358,,,,,,,
qb,cpoe_coverage_fraction,trailing_5,1907,,,,,,,,window,-0.004587767800406706,-0.10418987206369335,0.10210582141640523,0.3564744167787411,,,,,,,
qb,cpoe_coverage_fraction,prior_season,1543,,,,,,,,window,0.09124466680464016,0.0,0.1693984005798862,0.39026417852701767,,,,,,,
qb,interception_rate,season_to_date,1890,,,,,,,,window,-0.2658187336661342,-0.11494478452622436,0.15361629408612687,0.056257203842139204,,,,,,,
qb,interception_rate,trailing_3,1946,,,,,,,,window,-0.494329272254713,-0.34704236296470126,0.0,0.049588431948662005,,,,,,,
qb,interception_rate,trailing_5,1907,,,,,,,,window,-0.318219861468763,-0.17755461021157015,0.14917880346643853,0.06020999530149275,,,,,,,
qb,interception_rate,prior_season,1543,,,,,,,,window,-0.10757521549962323,0.0,0.30195625745896504,0.06033143186451604,,,,,,,
qb,explosive_pass_rate,season_to_date,1890,,,,,,,,window,-0.10561992290732936,0.006942665251424951,0.18311732175371043,0.2579299325041815,,,,,,,
qb,explosive_pass_rate,trailing_3,1946,,,,,,,,window,-0.3503457626338051,-0.21949171776000975,0.0,0.18792615605036433,,,,,,,
qb,explosive_pass_rate,trailing_5,1907,,,,,,,,window,-0.20399429662331658,-0.08957822277104999,0.12124011062836193,0.21420285143455323,,,,,,,
qb,explosive_pass_rate,prior_season,1543,,,,,,,,window,-0.11610230928296361,0.0,0.18150291123810924,0.09505302737099344,,,,,,,
rb,rush_epa_per_att,season_to_date,3095,,,,,,,,window,-0.15515804591477989,-0.06626694636750963,0.18635227460220027,0.18156761983738995,,,,,,,
rb,rush_epa_per_att,trailing_3,2636,,,,,,,,window,-0.3804645320042068,-0.23118083030152725,0.0,0.1336492373763133,,,,,,,
rb,rush_epa_per_att,trailing_5,3094,,,,,,,,window,-0.26950528638754223,-0.142887009885601,0.11014933855221243,0.1349985909698582,,,,,,,
rb,rush_epa_per_att,prior_season,2730,,,,,,,,window,-0.09512344969708053,0.0,0.2357148330743044,0.16649681428117308,,,,,,,
rb,rush_success_rate,season_to_date,3095,,,,,,,,window,-0.08531253294330221,-0.051157324774954605,0.180828794388866,0.23851139011761702,,,,,,,
rb,rush_success_rate,trailing_3,2636,,,,,,,,window,-0.35827955847256776,-0.2525151652178641,0.0,0.14980408509570364,,,,,,,
rb,rush_success_rate,trailing_5,3094,,,,,,,,window,-0.20832148364114111,-0.14185281485235368,0.11582482920195847,0.17579534039083686,,,,,,,
rb,rush_success_rate,prior_season,2730,,,,,,,,window,0.025549351249861352,0.0,0.2530152819752729,0.22058012770424137,,,,,,,
rb,yards_per_carry,season_to_date,3095,,,,,,,,window,-0.23615906246662144,-0.12285735027095535,0.15323134284704032,0.20234112990842987,,,,,,,
rb,yards_per_carry,trailing_3,2636,,,,,,,,window,-0.399364872908782,-0.26696745784979115,0.0,0.17346262821745462,,,,,,,
rb,yards_per_carry,trailing_5,3094,,,,,,,,window,-0.30265045335349283,-0.18264291669706956,0.11226052084673999,0.17726558264975198,,,,,,,
rb,yards_per_carry,prior_season,2730,,,,,,,,window,-0.12688546151442726,0.0,0.2407658280324062,0.21762919103288267,,,,,,,
rb,explosive_rush_rate,season_to_date,3095,,,,,,,,window,-0.220095163587956,-0.09705987951488959,0.1608819469239866,0.16342997454284136,,,,,,,
rb,explosive_rush_rate,trailing_3,2636,,,,,,,,window,-0.4053071937602539,-0.2811614234998463,0.0,0.13811897876934717,,,,,,,
rb,explosive_rush_rate,trailing_5,3094,,,,,,,,window,-0.2931935443759561,-0.15856242908590645,0.1129228281734248,0.13243926338454023,,,,,,,
rb,explosive_rush_rate,prior_season,2730,,,,,,,,window,-0.12936133884153023,0.0,0.22800367333781135,0.18762477925305704,,,,,,,
rb,fumble_lost_rate,season_to_date,3095,,,,,,,,window,-0.3573948332656267,-0.12353409956741945,0.20680205524945194,0.3117317121432138,,,,,,,
rb,fumble_lost_rate,trailing_3,2636,,,,,,,,window,-0.5889803733926224,-0.399518997615826,0.0,0.37530091627214857,,,,,,,
rb,fumble_lost_rate,trailing_5,3094,,,,,,,,window,-0.3675265826467997,-0.20712459290095842,0.1300054561813948,0.3876646797805964,,,,,,,
rb,fumble_lost_rate,prior_season,2730,,,,,,,,window,-0.25410320314860435,0.0,0.2879118007680457,-0.06493689160493044,,,,,,,
wr,catch_rate,season_to_date,10029,,,,,,,,window,-0.045970523723599443,-0.08651365749513196,0.17808329361140673,0.38298404310592005,,,,,,,
wr,catch_rate,trailing_3,7079,,,,,,,,window,-0.21795083867436849,-0.26919624193919645,0.0,0.29835288729028475,,,,,,,
wr,catch_rate,trailing_5,10150,,,,,,,,window,-0.10400115599712612,-0.1490913154016169,0.13415202165782547,0.3473876116525641,,,,,,,
wr,catch_rate,prior_season,9541,,,,,,,,window,0.007888540333579885,0.0,0.240670539802046,0.37951310501061253,,,,,,,
wr,yards_per_target,season_to_date,10029,,,,,,,,window,-0.13697609064462513,-0.08120177628541403,0.19076016832013987,0.29419057683669053,,,,,,,
wr,yards_per_target,trailing_3,7079,,,,,,,,window,-0.27057518415966486,-0.2465147557792451,0.0,0.23926882278354164,,,,,,,
wr,yards_per_target,trailing_5,10150,,,,,,,,window,-0.19282131193417396,-0.15053607899806298,0.1423956098125142,0.26418083435208795,,,,,,,
wr,yards_per_target,prior_season,9541,,,,,,,,window,-0.0526166812288138,0.0,0.26776917679034173,0.28264767731526447,,,,,,,
wr,yards_per_reception,season_to_date,10029,,,,,,,,window,0.048871778651079056,-0.03735730554575878,0.192387317907451,0.5476157194920546,,,,,,,
wr,yards_per_reception,trailing_3,7079,,,,,,,,window,-0.07445136222661386,-0.20405379872158513,0.0,0.45576269695339533,,,,,,,
wr,yards_per_reception,trailing_5,10150,,,,,,,,window,0.00522386604034597,-0.10927150170281141,0.14390188049157793,0.5155678915660986,,,,,,,
wr,yards_per_reception,prior_season,9541,,,,,,,,window,0.08143099530198694,0.0,0.24700022416117073,0.5347411565105572,,,,,,,
wr,adot,season_to_date,10029,,,,,,,,window,0.4456432584562505,0.008530257444774758,0.15849913973484842,0.8241064329617606,,,,,,,
wr,adot,trailing_3,7079,,,,,,,,window,0.3543635477385195,-0.11445715867007267,0.0,0.7474413241872825,,,,,,,
wr,adot,trailing_5,10150,,,,,,,,window,0.4266515319863472,-0.03908458756051947,0.11953085383192619,0.8109621087356479,,,,,,,
wr,adot,prior_season,9541,,,,,,,,window,0.430440005746463,0.0,0.15894945461078525,0.8075329620058851,,,,,,,
wr,epa_per_target,season_to_date,10029,,,,,,,,window,-0.17977681943895463,-0.09408197071610758,0.18918628214322353,0.1664253480148722,,,,,,,
wr,epa_per_target,trailing_3,7079,,,,,,,,window,-0.3720715154637242,-0.29481561775359366,0.0,0.12451237655523566,,,,,,,
wr,epa_per_target,trailing_5,10150,,,,,,,,window,-0.24920588059867743,-0.1709046061931827,0.135799487017629,0.13746989181192487,,,,,,,
wr,epa_per_target,prior_season,9541,,,,,,,,window,-0.09436307051829718,0.0,0.26397651010249934,0.1733496678703275,,,,,,,
wr,target_success_rate,season_to_date,10029,,,,,,,,window,-0.1612164591331282,-0.10840021492219587,0.1818249023904407,0.20378129048849172,,,,,,,
wr,target_success_rate,trailing_3,7079,,,,,,,,window,-0.3309541688366555,-0.2897288219957226,0.0,0.16426970234040209,,,,,,,
wr,target_success_rate,trailing_5,10150,,,,,,,,window,-0.2279055297288921,-0.1810701083153512,0.13224693983799707,0.17668806903210932,,,,,,,
wr,target_success_rate,prior_season,9541,,,,,,,,window,-0.05115970568894346,0.0,0.27764527391374894,0.23218285923178664,,,,,,,
wr,explosive_rec_rate,season_to_date,10029,,,,,,,,window,-0.13773431987182683,-0.08396811788128455,0.20117173533351762,0.28558245683914923,,,,,,,
wr,explosive_rec_rate,trailing_3,7079,,,,,,,,window,-0.28980442689053687,-0.269798500490247,0.0,0.22480356682407904,,,,,,,
wr,explosive_rec_rate,trailing_5,10150,,,,,,,,window,-0.20537819209164,-0.15947876840265285,0.1394366408789962,0.2587587260111419,,,,,,,
wr,explosive_rec_rate,prior_season,9541,,,,,,,,window,-0.05516695871891897,0.0,0.27174499061817936,0.28133550448620026,,,,,,,
team_offense,epa_per_play,season_to_date,2351,,,,,,,,window,0.07072247949114019,0.11595302248697337,0.1788540207051148,0.47787180850602096,,,,,,,
team_offense,epa_per_play,trailing_3,2351,,,,,,,,window,-0.13168370051184652,-0.07660148110589815,0.0,0.3784079362760426,,,,,,,
team_offense,epa_per_play,trailing_5,2351,,,,,,,,window,-0.004317381662701125,0.04456556181782423,0.1125458631166456,0.4283351584205906,,,,,,,
team_offense,epa_per_play,prior_season,2351,,,,,,,,window,-0.05116305371358698,0.0,0.07115119424432914,0.25668309122068694,,,,,,,
